ID,segment
test-10110,0.0549948439002
test-10111,0.0162182021886
test-10112,0.167716816068
test-10113,0.0337508097291
test-10114,0.128224700689
test-10115,0.0358128771186
test-10116,0.0482740774751
test-10117,0.0414687544107
test-10118,0.135864242911
test-10119,0.0836109593511
test-1012,0.0104445004836
test-10120,0.0263905841857
test-10121,0.0217485297471
test-10122,0.0136627331376
test-10123,0.040103636682
test-10124,0.212556317449
test-10125,0.015279520303
test-10126,0.0636715739965
test-10127,0.0150987077504
test-10128,0.0137187317014
test-10129,0.0245515462011
test-1013,0.153487309813
test-10130,0.0324768200517
test-10131,0.00833857338876
test-10132,0.0641853064299
test-10133,0.0203591417521
test-10134,0.132395386696
test-10135,0.226753994823
test-10136,0.0189001243562
test-10137,0.246157944202
test-10138,0.0528859496117
test-10139,0.0744074657559
test-1014,0.0353096537292
test-10140,0.0255760028958
test-10141,0.203760161996
test-10142,0.092940337956
test-10143,0.0671876892447
test-10144,0.0913068801165
test-10145,0.00672227237374
test-10146,0.0528859496117
test-10147,0.00828476250172
test-10148,0.0212180502713
test-10149,0.0511445552111
test-1015,0.0360186882317
test-10150,0.00410613091663
test-10151,0.126405596733
test-10152,0.257279723883
test-10153,0.0711969509721
test-10154,0.0502422191203
test-10155,0.0768527686596
test-10156,0.167572051287
test-10157,0.0747398287058
test-10158,0.00802028272301
test-10159,0.0113590843976
test-1016,0.238985255361
test-10160,0.166461467743
test-10161,0.201069489121
test-10162,0.100417435169
test-10163,0.0264734663069
test-10164,0.124018125236
test-10165,0.185771718621
test-10166,0.26771774888
test-10167,0.00409031845629
test-10168,0.0212285295129
test-10169,0.093353882432
test-1017,0.0422098822892
test-10170,0.00415904307738
test-10171,0.233404800296
test-10172,0.0101791704074
test-10173,0.119128637016
test-10174,0.151246845722
test-10175,0.0966729149222
test-10176,0.00640054838732
test-10177,0.00357514875941
test-10178,0.00451639527455
test-10179,0.027968948707
test-1018,0.12471075356
test-10180,0.138004049659
test-10181,0.0289183408022
test-10182,0.11479986459
test-10183,0.00797852408141
test-10184,0.0998692214489
test-10185,0.0392559543252
test-10186,0.0266737435013
test-10187,0.232022076845
test-10188,0.00956505350769
test-10189,0.0539346151054
test-1019,0.0268447119743
test-10190,0.0731531456113
test-10191,0.0476413778961
test-10192,0.144387111068
test-10193,0.0723664462566
test-10194,0.0136010982096
test-10195,0.0181190147996
test-10196,0.0758229196072
test-10197,0.00487765297294
test-10198,0.241280421615
test-10199,0.0484167858958
test-102,0.0188567619771
test-1020,0.0105630010366
test-10200,0.242928341031
test-10201,0.141862556338
test-10202,0.228790774941
test-10203,0.0126539468765
test-10204,0.067757345736
test-10205,0.0139424353838
test-10206,0.109387971461
test-10207,0.0340886116028
test-10208,0.144744455814
test-10209,0.00557286245748
test-1021,0.0257507432252
test-10210,0.0189951248467
test-10211,0.0132105089724
test-10212,0.0343998149037
test-10213,0.00818402320147
test-10214,0.0244206823409
test-10215,0.0153121547773
test-10216,0.0288673564792
test-10217,0.0132233509794
test-10218,0.1706417799
test-10219,0.102476343513
test-1022,0.211085826159
test-10220,0.154872819781
test-10221,0.012182014063
test-10222,0.0902999863029
test-10223,0.0188334956765
test-10224,0.0744074657559
test-10225,0.00957564357668
test-10226,0.0229736138135
test-10227,0.0796279758215
test-10228,0.410387039185
test-10229,0.18065237999
test-1023,0.0231266636401
test-10230,0.114571399987
test-10231,0.0985126122832
test-10232,0.0545605234802
test-10233,0.0617642737925
test-10234,0.00668067904189
test-10235,0.0528859496117
test-10236,0.0443414710462
test-10237,0.272516071796
test-10238,0.008281217888
test-10239,0.0928745940328
test-1024,0.0586034283042
test-10240,0.0273135006428
test-10241,0.118443585932
test-10242,0.0352576300502
test-10243,0.093958184123
test-10244,0.128982156515
test-10245,0.0161890815943
test-10246,0.0140721257776
test-10247,0.15138143301
test-10248,0.0968573316932
test-10249,0.268125146627
test-1025,0.00607174402103
test-10250,0.0056545487605
test-10251,0.127077519894
test-10252,0.0974562466145
test-10253,0.0387552529573
test-10254,0.212970674038
test-10255,0.0992736294866
test-10256,0.0390322357416
test-10257,0.0415672250092
test-10258,0.00400418229401
test-10259,0.0148083409294
test-1026,0.0177635271102
test-10260,0.00858633033931
test-10261,0.0343105345964
test-10262,0.0377455987036
test-10263,0.211825832725
test-10264,0.0758229196072
test-10265,0.00950453989208
test-10266,0.0202548224479
test-10267,0.0309920366853
test-10268,0.0408270582557
test-10269,0.201999470592
test-1027,0.307608366013
test-10270,0.283418774605
test-10271,0.037098031491
test-10272,0.00625112745911
test-10273,0.036370228976
test-10274,0.136082202196
test-10275,0.0813567265868
test-10276,0.0145483575761
test-10277,0.0193753316998
test-10278,0.163788497448
test-10279,0.00571804260835
test-1028,0.190442249179
test-10280,0.0227628890425
test-10281,0.00587880564854
test-10282,0.139366552234
test-10283,0.0104647148401
test-10284,0.340758413076
test-10285,0.0423882231116
test-10286,0.0331959947944
test-10287,0.0227556340396
test-10288,0.0307416375726
test-10289,0.0378354303539
test-1029,0.00436463998631
test-10290,0.0599775500596
test-10291,0.0184341073036
test-10292,0.00623021367937
test-10293,0.117920063436
test-10294,0.00555391563103
test-10295,0.35062110424
test-10296,0.00653377780691
test-10297,0.0211629066616
test-10298,0.131663456559
test-10299,0.208306714892
test-103,0.0215482078493
test-1030,0.0175797902048
test-10300,0.0583739988506
test-10301,0.161322623491
test-10302,0.0430424846709
test-10303,0.0340886116028
test-10304,0.0528859496117
test-10305,0.0036569959484
test-10306,0.0164631623775
test-10307,0.00643804157153
test-10308,0.077883683145
test-10309,0.00489819282666
test-1031,0.0358717888594
test-10310,0.221804946661
test-10311,0.0132899349555
test-10312,0.207093402743
test-10313,0.116873502731
test-10314,0.0259310752153
test-10315,0.0588974878192
test-10316,0.194322288036
test-10317,0.255479037762
test-10318,0.0126600246876
test-10319,0.124061532319
test-1032,0.109387971461
test-10320,0.0117197884247
test-10321,0.247400656343
test-10322,0.0895093232393
test-10323,0.221909239888
test-10324,0.0856246799231
test-10325,0.0862168371677
test-10326,0.0280592832714
test-10327,0.185598284006
test-10328,0.00993015337735
test-10329,0.206403553486
test-1033,0.0103084370494
test-10330,0.020168043673
test-10331,0.110859245062
test-10332,0.035170417279
test-10333,0.0124491732568
test-10334,0.00867926795036
test-10335,0.0107742818072
test-10336,0.0294373910874
test-10337,0.0197131410241
test-10338,0.0137297436595
test-10339,0.0131273362786
test-1034,0.0641853064299
test-10340,0.00333362258971
test-10341,0.242266014218
test-10342,0.00813877023757
test-10343,0.0834359899163
test-10344,0.0146479476243
test-10345,0.0225871317089
test-10346,0.131862983108
test-10347,0.0528859496117
test-10348,0.00501764426008
test-10349,0.0225390475243
test-1035,0.262186527252
test-10350,0.192549183965
test-10351,0.231992438436
test-10352,0.0100545035675
test-10353,0.189757734537
test-10354,0.041903808713
test-10355,0.00714432122186
test-10356,0.0302578546107
test-10357,0.247846186161
test-10358,0.195589587092
test-10359,0.0543998926878
test-1036,0.0378737337887
test-10360,0.117345012724
test-10361,0.0960163027048
test-10362,0.012059725821
test-10363,0.13617233932
test-10364,0.0230884887278
test-10365,0.34441524744
test-10366,0.120571434498
test-10367,0.0601324476302
test-10368,0.00692059332505
test-10369,0.0354333408177
test-1037,0.195589587092
test-10370,0.0487531870604
test-10371,0.0911125168204
test-10372,0.012173702009
test-10373,0.0406793951988
test-10374,0.0843073129654
test-10375,0.0132531998679
test-10376,0.14587444067
test-10377,0.216963022947
test-10378,0.192434147
test-10379,0.128224700689
test-1038,0.198373779655
test-10380,0.0486440435052
test-10381,0.0762698277831
test-10382,0.011068710126
test-10383,0.0789885297418
test-10384,0.155878454447
test-10385,0.100492432714
test-10386,0.0259346887469
test-10387,0.146732792258
test-10388,0.131130442023
test-10389,0.302856117487
test-1039,0.0115823727101
test-10390,0.0363630093634
test-10391,0.266618341208
test-10392,0.041053853929
test-10393,0.158722117543
test-10394,0.131862983108
test-10395,0.0919255316257
test-10396,0.168549522758
test-10397,0.0115546090528
test-10398,0.198114618659
test-10399,0.0103830164298
test-104,0.138476550579
test-1040,0.011856354773
test-10400,0.126753151417
test-10401,0.102459467947
test-10402,0.227617591619
test-10403,0.00836923066527
test-10404,0.0105571011081
test-10405,0.00969736091793
test-10406,0.112441338599
test-10407,0.239122644067
test-10408,0.0269315969199
test-10409,0.0602751262486
test-1041,0.170920193195
test-10410,0.225879982114
test-10411,0.00651783216745
test-10412,0.0159885026515
test-10413,0.0398589447141
test-10414,0.0157192610204
test-10415,0.206069171429
test-10416,0.261815458536
test-10417,0.0831765457988
test-10418,0.246443897486
test-10419,0.0250922497362
test-1042,0.0833287760615
test-10420,0.0684695467353
test-10421,0.00468496093526
test-10422,0.0269841309637
test-10423,0.010287437588
test-10424,0.133526414633
test-10425,0.163721427321
test-10426,0.036650814116
test-10427,0.19637696445
test-10428,0.0422766469419
test-10429,0.0290877949446
test-1043,0.0101589541882
test-10430,0.276410013437
test-10431,0.0736849457026
test-10432,0.0720408633351
test-10433,0.0109074451029
test-10434,0.0226383451372
test-10435,0.0790812373161
test-10436,0.00784268043935
test-10437,0.0225423555821
test-10438,0.0917552709579
test-10439,0.168263018131
test-1044,0.0147550366819
test-10440,0.224251776934
test-10441,0.0329964831471
test-10442,0.034659165889
test-10443,0.0301735009998
test-10444,0.0257959999144
test-10445,0.00616095494479
test-10446,0.153170749545
test-10447,0.374564945698
test-10448,0.0342888012528
test-10449,0.0192904863507
test-1045,0.0692468062043
test-10450,0.133526414633
test-10451,0.0907327756286
test-10452,0.0354243963957
test-10453,0.015297466889
test-10454,0.203462034464
test-10455,0.173560574651
test-10456,0.0135981431231
test-10457,0.0747326761484
test-10458,0.0139844855294
test-10459,0.1148327142
test-1046,0.0420428514481
test-10460,0.0357193499804
test-10461,0.0309391673654
test-10462,0.277875602245
test-10463,0.231684908271
test-10464,0.0796279758215
test-10465,0.0677556172013
test-10466,0.024724310264
test-10467,0.236114129424
test-10468,0.139465987682
test-10469,0.018001768738
test-1047,0.0300132445991
test-10470,0.0184774547815
test-10471,0.0275699738413
test-10472,0.0528859496117
test-10473,0.209270209074
test-10474,0.0190382599831
test-10475,0.10687559098
test-10476,0.0126859433949
test-10477,0.0164262056351
test-10478,0.0127571402118
test-10479,0.195589587092
test-1048,0.0121963210404
test-10480,0.0616591870785
test-10481,0.00613474752754
test-10482,0.00745994783938
test-10483,0.0151713769883
test-10484,0.314666360617
test-10485,0.0587982684374
test-10486,0.264917343855
test-10487,0.103848606348
test-10488,0.270089417696
test-10489,0.0565598644316
test-1049,0.0274787805974
test-10490,0.0183196701109
test-10491,0.0225423555821
test-10492,0.00971048511565
test-10493,0.0992783680558
test-10494,0.0659473389387
test-10495,0.12841835618
test-10496,0.0297731552273
test-10497,0.0238144397736
test-10498,0.288412630558
test-10499,0.232205405831
test-105,0.0500716790557
test-1050,0.00978310871869
test-10500,0.0126750422642
test-10501,0.0368683673441
test-10502,0.333779096603
test-10503,0.206051498652
test-10504,0.116101391613
test-10505,0.0262839626521
test-10506,0.0370117835701
test-10507,0.200532376766
test-10508,0.0299975574017
test-10509,0.0749859958887
test-1051,0.0907327756286
test-10510,0.168263018131
test-10511,0.00489671528339
test-10512,0.0260510966182
test-10513,0.0097468495369
test-10514,0.10147793591
test-10515,0.0815550535917
test-10516,0.0062951319851
test-10517,0.133924350142
test-10518,0.00974870473146
test-10519,0.00457172654569
test-1052,0.0132326614112
test-10520,0.0529210716486
test-10521,0.185132443905
test-10522,0.0242620166391
test-10523,0.334917783737
test-10524,0.199348598719
test-10525,0.0800924003124
test-10526,0.195589587092
test-10527,0.0129507314414
test-10528,0.0180889908224
test-10529,0.113518640399
test-1053,0.0148340817541
test-10530,0.0405889451504
test-10531,0.182295426726
test-10532,0.0250930618495
test-10533,0.117258086801
test-10534,0.0333927944303
test-10535,0.0144943278283
test-10536,0.0911125168204
test-10537,0.22899800539
test-10538,0.0228840187192
test-10539,0.023297065869
test-1054,0.0903516933322
test-10540,0.0117612155154
test-10541,0.00475931307301
test-10542,0.0768527686596
test-10543,0.013550308533
test-10544,0.0744074657559
test-10545,0.0158818829805
test-10546,0.00996402092278
test-10547,0.0907327756286
test-10548,0.0101760867983
test-10549,0.0101629542187
test-1055,0.0157271940261
test-10550,0.0205692797899
test-10551,0.028263412416
test-10552,0.00759529555216
test-10553,0.177334859967
test-10554,0.00263422331773
test-10555,0.279351443052
test-10556,0.0510492436588
test-10557,0.151778876781
test-10558,0.0674365237355
test-10559,0.168381750584
test-1056,0.024375082925
test-10560,0.037887506187
test-10561,0.0636715739965
test-10562,0.0540228448808
test-10563,0.0375955365598
test-10564,0.0397239252925
test-10565,0.252341002226
test-10566,0.136533468962
test-10567,0.00249240989797
test-10568,0.00601529655978
test-10569,0.165875136852
test-1057,0.311295717955
test-10570,0.0280631761998
test-10571,0.140222728252
test-10572,0.012426787056
test-10573,0.0261866692454
test-10574,0.0298132728785
test-10575,0.00585268763825
test-10576,0.128224700689
test-10577,0.0895093232393
test-10578,0.047636769712
test-10579,0.0907327756286
test-1058,0.0182461831719
test-10580,0.020978813991
test-10581,0.234712511301
test-10582,0.0763522461057
test-10583,0.0426162146032
test-10584,0.0111368224025
test-10585,0.00421389285475
test-10586,0.0781791731715
test-10587,0.204947993159
test-10588,0.17559465766
test-10589,0.127274826169
test-1059,0.0174379814416
test-10590,0.0651100128889
test-10591,0.309872925282
test-10592,0.0195161644369
test-10593,0.0142299886793
test-10594,0.149340108037
test-10595,0.226753994823
test-10596,0.0458287484944
test-10597,0.0142760202289
test-10598,0.00577021995559
test-10599,0.105115361512
test-106,0.0153692243621
test-1060,0.0286665670574
test-10600,0.0226135402918
test-10601,0.072157971561
test-10602,0.0315363071859
test-10603,0.205405831337
test-10604,0.0364683568478
test-10605,0.0125835444778
test-10606,0.0133150015026
test-10607,0.0273937620223
test-10608,0.0372016467154
test-10609,0.348888635635
test-1061,0.0235719457269
test-10610,0.292897820473
test-10611,0.272363424301
test-10612,0.22509214282
test-10613,0.0170669332147
test-10614,0.011223712936
test-10615,0.00693744886667
test-10616,0.22109746933
test-10617,0.136633753777
test-10618,0.117163993418
test-10619,0.00593556044623
test-1062,0.0990423634648
test-10620,0.0238714851439
test-10621,0.0398665256798
test-10622,0.0347658880055
test-10623,0.00784887932241
test-10624,0.349090158939
test-10625,0.0107703888789
test-10626,0.0283538792282
test-10627,0.0245655626059
test-10628,0.053743198514
test-10629,0.00969977024943
test-1063,0.190296545625
test-10630,0.0599216334522
test-10631,0.0334199331701
test-10632,0.0464585460722
test-10633,0.0911125168204
test-10634,0.168733298779
test-10635,0.122158460319
test-10636,0.164143398404
test-10637,0.124061532319
test-10638,0.0193527359515
test-10639,0.0257037468255
test-1064,0.0596048533916
test-10640,0.0363887362182
test-10641,0.143069237471
test-10642,0.160408213735
test-10643,0.220020934939
test-10644,0.0783378407359
test-10645,0.0273905470967
test-10646,0.00298340036534
test-10647,0.128663569689
test-10648,0.38930273056
test-10649,0.0907327756286
test-1065,0.0378577597439
test-10650,0.234203100204
test-10651,0.166768550873
test-10652,0.00416148127988
test-10653,0.0325788408518
test-10654,0.0255572795868
test-10655,0.155128061771
test-10656,0.141344830394
test-10657,0.0394750908017
test-10658,0.0331580862403
test-10659,0.00984663423151
test-1066,0.191168546677
test-10660,0.196453124285
test-10661,0.00638111541048
test-10662,0.0641853064299
test-10663,0.0855624303222
test-10664,0.142825230956
test-10665,0.191564917564
test-10666,0.0269058123231
test-10667,0.0378002859652
test-10668,0.0641539245844
test-10669,0.00722434278578
test-1067,0.184759527445
test-10670,0.315248429775
test-10671,0.0340886116028
test-10672,0.0435274541378
test-10673,0.0629285722971
test-10674,0.0886994600296
test-10675,0.0148324500769
test-10676,0.0613302029669
test-10677,0.0418507158756
test-10678,0.0119948433712
test-10679,0.0200026426464
test-1068,0.12688665092
test-10680,0.121832922101
test-10681,0.0386376753449
test-10682,0.258762389421
test-10683,0.0546627640724
test-10684,0.265267282724
test-10685,0.0674341395497
test-10686,0.0367140211165
test-10687,0.0478111542761
test-10688,0.212134331465
test-10689,0.014184483327
test-1069,0.0120417363942
test-10690,0.195589587092
test-10691,0.0117903584614
test-10692,0.215159162879
test-10693,0.0301870387048
test-10694,0.275588274002
test-10695,0.318392783403
test-10696,0.0907327756286
test-10697,0.0279077980667
test-10698,0.00429927743971
test-10699,0.027671828866
test-107,0.0181047301739
test-1070,0.0252598728985
test-10700,0.196712046862
test-10701,0.0641853064299
test-10702,0.022494636476
test-10703,0.0103084463626
test-10704,0.0803434327245
test-10705,0.0919255316257
test-10706,0.0763102844357
test-10707,0.0110050039366
test-10708,0.21511040628
test-10709,0.195589587092
test-1071,0.176935002208
test-10710,0.0917552709579
test-10711,0.0178380664438
test-10712,0.0341699384153
test-10713,0.0289862994105
test-10714,0.200541257858
test-10715,0.205151081085
test-10716,0.128737017512
test-10717,0.0274043977261
test-10718,0.348155856133
test-10719,0.00883791781962
test-1072,0.0269087404013
test-10720,0.0514918342233
test-10721,0.0249443128705
test-10722,0.0333609431982
test-10723,0.100342921913
test-10724,0.284054398537
test-10725,0.0378503799438
test-10726,0.111241526902
test-10727,0.00517988717183
test-10728,0.231431737542
test-10729,0.0663160681725
test-1073,0.0178332980722
test-10730,0.0831199809909
test-10731,0.00789568945765
test-10732,0.0326319932938
test-10733,0.0152068985626
test-10734,0.212030276656
test-10735,0.365482926369
test-10736,0.0381422825158
test-10737,0.0773004218936
test-10738,0.00687270285562
test-10739,0.214168727398
test-1074,0.00764090102166
test-10740,0.0161745753139
test-10741,0.0397239252925
test-10742,0.0120707694441
test-10743,0.261146426201
test-10744,0.0317984856665
test-10745,0.0332842953503
test-10746,0.20796623826
test-10747,0.0308506432921
test-10748,0.0528859496117
test-10749,0.0204970538616
test-1075,0.0285676363856
test-10750,0.199071109295
test-10751,0.052896052599
test-10752,0.0253666024655
test-10753,0.232205405831
test-10754,0.235095083714
test-10755,0.018474124372
test-10756,0.0739883854985
test-10757,0.010997351259
test-10758,0.0823445171118
test-10759,0.213410928845
test-1076,0.113937482238
test-10760,0.0528859496117
test-10761,0.0525997392833
test-10762,0.077101752162
test-10763,0.0387384779751
test-10764,0.0080735925585
test-10765,0.0469264835119
test-10766,0.0275426376611
test-10767,0.00655943155289
test-10768,0.0633939281106
test-10769,0.26652109623
test-1077,0.169272094965
test-10770,0.00720033003017
test-10771,0.0597962476313
test-10772,0.00416152272373
test-10773,0.0344171635807
test-10774,0.0816969797015
test-10775,0.00596817629412
test-10776,0.0226163845509
test-10777,0.0911125168204
test-10778,0.0150174275041
test-10779,0.0273641999811
test-1078,0.147393852472
test-10780,0.0354755669832
test-10781,0.0956553444266
test-10782,0.170720919967
test-10783,0.164143398404
test-10784,0.106229804456
test-10785,0.00241176784039
test-10786,0.0212484430522
test-10787,0.202510714531
test-10788,0.233575180173
test-10789,0.0362949855626
test-1079,0.199282065034
test-10790,0.154872819781
test-10791,0.0430113859475
test-10792,0.00803896877915
test-10793,0.0180422328413
test-10794,0.0689239650965
test-10795,0.0907327756286
test-10796,0.0644899457693
test-10797,0.167506426573
test-10798,0.0896860063076
test-10799,0.0397239252925
test-108,0.0766597539186
test-1080,0.127106040716
test-10800,0.260937899351
test-10801,0.18065237999
test-10802,0.0192032586783
test-10803,0.0641853064299
test-10804,0.0507329069078
test-10805,0.00216566841118
test-10806,0.0258856602013
test-10807,0.18224863708
test-10808,0.135942488909
test-10809,0.0802369266748
test-1081,0.125379279256
test-10810,0.174060836434
test-10811,0.245826348662
test-10812,0.0164114516228
test-10813,0.0172767564654
test-10814,0.0129908891395
test-10815,0.0120175769553
test-10816,0.0178380664438
test-10817,0.164036676288
test-10818,0.0220197122544
test-10819,0.0127190193161
test-1082,0.14404386282
test-10820,0.14051528275
test-10821,0.0194853879511
test-10822,0.0871944278479
test-10823,0.0135823544115
test-10824,0.265230327845
test-10825,0.0484314113855
test-10826,0.0185092780739
test-10827,0.151246845722
test-10828,0.0907327756286
test-10829,0.0907327756286
test-1083,0.0992624983191
test-10830,0.0593254752457
test-10831,0.0454808026552
test-10832,0.231629610062
test-10833,0.135720312595
test-10834,0.0128793856129
test-10835,0.0417422056198
test-10836,0.0118674440309
test-10837,0.0757004842162
test-10838,0.00200870772824
test-10839,0.0122904721648
test-1084,0.187214016914
test-10840,0.155128061771
test-10841,0.00635769730434
test-10842,0.0383550189435
test-10843,0.0301341060549
test-10844,0.0694528445601
test-10845,0.0142297940329
test-10846,0.231828898191
test-10847,0.00824161525816
test-10848,0.180355742574
test-10849,0.0073500382714
test-1085,0.0269303489476
test-10850,0.151528164744
test-10851,0.196702763438
test-10852,0.0308582819998
test-10853,0.100940942764
test-10854,0.152241751552
test-10855,0.0492684058845
test-10856,0.0792699754238
test-10857,0.271128922701
test-10858,0.143207997084
test-10859,0.0465572029352
test-1086,0.0677556172013
test-10860,0.26358512044
test-10861,0.0133091825992
test-10862,0.0231462288648
test-10863,0.0585037022829
test-10864,0.148134842515
test-10865,0.0191011819988
test-10866,0.203566521406
test-10867,0.0459016039968
test-10868,0.21695920825
test-10869,0.0904662683606
test-1087,0.0677556172013
test-10870,0.121350884438
test-10871,0.0878502205014
test-10872,0.0742608383298
test-10873,0.0938599929214
test-10874,0.00344596477225
test-10875,0.015069719404
test-10876,0.0195695031434
test-10877,0.0122340647504
test-10878,0.229494482279
test-10879,0.0140639897436
test-1088,0.251225084066
test-10880,0.133526414633
test-10881,0.0665360540152
test-10882,0.0768527686596
test-10883,0.05501113832
test-10884,0.0528859496117
test-10885,0.280716508627
test-10886,0.0562808401883
test-10887,0.0104583725333
test-10888,0.0037033802364
test-10889,0.0994888842106
test-1089,0.0150437662378
test-10890,0.0106097748503
test-10891,0.01067576278
test-10892,0.0970821008086
test-10893,0.0419556722045
test-10894,0.0290342308581
test-10895,0.00796088017523
test-10896,0.0833287760615
test-10897,0.00511344568804
test-10898,0.0120735503733
test-10899,0.00805090274662
test-109,0.0232822336257
test-1090,0.0236874539405
test-10900,0.346865266562
test-10901,0.0213751643896
test-10902,0.155846863985
test-10903,0.233143180609
test-10904,0.0907327756286
test-10905,0.015071708709
test-10906,0.121028289199
test-10907,0.0418918840587
test-10908,0.016912939027
test-10909,0.0355687141418
test-1091,0.0658205971122
test-10910,0.124061532319
test-10911,0.0207248143852
test-10912,0.103570476174
test-10913,0.215559974313
test-10914,0.100335881114
test-10915,0.00813418254256
test-10916,0.283096432686
test-10917,0.188338503242
test-10918,0.00430150330067
test-10919,0.0220977552235
test-1092,0.176962420344
test-10920,0.0994888842106
test-10921,0.104568749666
test-10922,0.0253942962736
test-10923,0.00669975578785
test-10924,0.325318276882
test-10925,0.121663078666
test-10926,0.353006213903
test-10927,0.0169468335807
test-10928,0.0131142782047
test-10929,0.0070198844187
test-1093,0.142423301935
test-10930,0.0144350798801
test-10931,0.0145992925391
test-10932,0.0528859496117
test-10933,0.0861812308431
test-10934,0.221751093864
test-10935,0.0245467349887
test-10936,0.00856800936162
test-10937,0.0779192224145
test-10938,0.151516571641
test-10939,0.168263018131
test-1094,0.257854342461
test-10940,0.145049095154
test-10941,0.0160676389933
test-10942,0.0323269143701
test-10943,0.00643152976409
test-10944,0.0129944598302
test-10945,0.195589587092
test-10946,0.0371641255915
test-10947,0.0145309353247
test-10948,0.0612467862666
test-10949,0.0621313862503
test-1095,0.0494641326368
test-10950,0.0138500621542
test-10951,0.133526414633
test-10952,0.0528859496117
test-10953,0.136281907558
test-10954,0.0273655597121
test-10955,0.0397239252925
test-10956,0.00879680737853
test-10957,0.0229659825563
test-10958,0.335847616196
test-10959,0.0332040078938
test-1096,0.112025268376
test-10960,0.0577793195844
test-10961,0.00350062944926
test-10962,0.0641853064299
test-10963,0.0924277752638
test-10964,0.442348003387
test-10965,0.0178278107196
test-10966,0.0548471175134
test-10967,0.0143976733088
test-10968,0.126446202397
test-10969,0.0706376135349
test-1097,0.211816444993
test-10970,0.0914232283831
test-10971,0.0302592255175
test-10972,0.0769977197051
test-10973,0.0244753099978
test-10974,0.029375385493
test-10975,0.0213273856789
test-10976,0.00461264699697
test-10977,0.0289970971644
test-10978,0.0528859496117
test-10979,0.0225191116333
test-1098,0.13944581151
test-10980,0.226617604494
test-10981,0.131130442023
test-10982,0.181670278311
test-10983,0.00816869083792
test-10984,0.0101006608456
test-10985,0.0911125168204
test-10986,0.0197222214192
test-10987,0.108176328242
test-10988,0.00976952444762
test-10989,0.0528859496117
test-1099,0.0272530745715
test-10990,0.131484389305
test-10991,0.0463735535741
test-10992,0.105832584202
test-10993,0.0514670796692
test-10994,0.0306901186705
